requirement_id,priority,implementation_status,source_document,source_line,source_section,text,verification_method,owner,release_gate,external_validation_status,waiver_status,waiver_expiration,implementation_files,test_ids,test_result_evidence_paths,dependency_ids,epic_ids,notes
ARCHHYB-012,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,173,9. Normative requirements,Hybrid-representation events shall avoid embedding unrestricted source geometry and shall use separately authorized asset references.,Event privacy test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-012""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
ARCHHYB-013,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,174,9. Normative requirements,"The platform shall expose operational metrics for queueing, compute, validation, publication, cache behavior, and runtime performance without requiring raw-scene inspection.",Observability test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-013""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
ARCHHYB-014,P1,NOT_STARTED,20-architecture/211_hybrid_representation_services.md,175,9. Normative requirements,"A provider replacement or deprecation shall not require migration of semantic entities, evidence, consent, or stable public APIs.",Provider substitution test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCHHYB-014""]",[],"[""DATA-001"",""DATA-002"",""GOV-001"",""GOV-002"",""PLT-001"",""PLT-002"",""REC-005"",""REC-007"",""REC-008"",""REC-009"",""SCN-001""]","[""DATA-003"",""REC-008"",""PLT-004"",""GOV-002""]",
CAPSTRAT-001,P0,NOT_STARTED,30-capture/300_capture_strategy.md,36,4. Normative requirements,Every adapter shall output the same minimum manifest or declare unsupported fields explicitly.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPSTRAT-001""]",[],"[""CAP-001"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-001"",""CAP-003""]",
CAPSTRAT-002,P0,NOT_STARTED,30-capture/300_capture_strategy.md,37,4. Normative requirements,The ingest service shall retain the source-native package alongside normalized data when policy permits.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPSTRAT-002""]",[],"[""CAP-001"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-001"",""CAP-003""]",
CAPSTRAT-003,P1,IMPLEMENTED_UNVERIFIED,30-capture/300_capture_strategy.md,38,4. Normative requirements,"Capture profiles shall specify required sensors, resolution, frame rate, operator pattern, expected range, quality thresholds, and storage budget.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-9:CAPSTRAT-003 CAPSTRAT-004 profiles cannot claim accuracy without validation evidence""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-001"",""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSTRAT-004,P1,IMPLEMENTED_UNVERIFIED,30-capture/300_capture_strategy.md,39,4. Normative requirements,The app shall not claim a profile's target accuracy until calibration and field validation demonstrate it.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-9:CAPSTRAT-003 CAPSTRAT-004 profiles cannot claim accuracy without validation evidence""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-001"",""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSTRAT-005,P1,NOT_STARTED,30-capture/300_capture_strategy.md,40,4. Normative requirements,A source adapter shall be testable against fixed fixtures without access to the original application.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-CAPSTRAT-005""]",[],"[""CAP-001"",""DATA-001"",""DATA-002"",""IAM-001""]","[""CAP-001"",""CAP-003""]",
CAPIOS-001,P0,IMPLEMENTED_UNVERIFIED,30-capture/301_ios_app.md,36,4. Normative requirements,"The app shall implement states for setup, calibration check, ready, capturing, paused, tracking recovery, segment finalization, session finalization, upload, verified, and failed-recoverable.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests"",""schemas/jsonschema""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-1:CAPIOS-001 state machine covers required persisted states and rejects invalid transitions""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""IAM-001""]","[""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPIOS-002,P0,NOT_STARTED,30-capture/301_ios_app.md,37,4. Normative requirements,The app shall capture RGB/depth/pose/intrinsics/IMU timestamps without blocking the AR session render loop.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPIOS-002""]",[],"[""CAP-001"",""IAM-001""]","[""CAP-003""]",
CAPIOS-003,P0,IMPLEMENTED_UNVERIFIED,30-capture/301_ios_app.md,38,4. Normative requirements,The app shall persist an append-only journal sufficient to recover after crash or device restart.,Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests"",""schemas/jsonschema""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-2:CAPIOS-003 CAPREC-001 append-only journal recovers and detects tampering""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""IAM-001""]","[""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPIOS-004,P1,IMPLEMENTED_UNVERIFIED,30-capture/301_ios_app.md,39,4. Normative requirements,"Thermal, storage, battery, and memory pressure shall trigger controlled quality degradation or pause with user explanation.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests"",""schemas/jsonschema""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-6:CAPIOS-004 CAPREC-004 resource pressure degrades safely before filesystem exhaustion""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""IAM-001""]","[""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPIOS-005,P1,IMPLEMENTED_UNVERIFIED,30-capture/301_ios_app.md,40,4. Normative requirements,"The app shall support project policy bundles that disable audio, location, cloud transfer, or particular sensors.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests"",""schemas/jsonschema""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-7:CAPIOS-005 CAPIOS-006 policy disables sensors and purge fails closed""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""IAM-001""]","[""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPIOS-006,P1,IMPLEMENTED_UNVERIFIED,30-capture/301_ios_app.md,41,4. Normative requirements,The app shall never delete local originals until package integrity and destination receipt are verified and the user or policy authorizes purge.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources"",""apps/ios-capture/Tests"",""schemas/jsonschema""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-7:CAPIOS-005 CAPIOS-006 policy disables sensors and purge fails closed"",""apps/ios-capture/Tests/CaptureTransferTests/CaptureTransferTests.swift::swift-test-1:CAPIOS-006 resumable transfer persists chunk checkpoints and verifies destination receipt""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-001"",""IAM-001""]","[""CAP-003""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSENS-001,P0,IMPLEMENTED_UNVERIFIED,30-capture/302_arkit_lidar_rgb_imu.md,36,4. Normative requirements,"Each frame record shall include timestamps, image asset, depth asset when present, confidence asset, camera transform, intrinsics, image resolution, tracking state, exposure, and orientation metadata.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources/CaptureSensors"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-3:CAPSENS-001 CAPSENS-002 frame metadata preserves invalid depth semantics""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-003""]","[""CAP-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSENS-002,P0,IMPLEMENTED_UNVERIFIED,30-capture/302_arkit_lidar_rgb_imu.md,37,4. Normative requirements,The capture layer shall preserve invalid depth and confidence values without converting them into zero-distance surfaces.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources/CaptureSensors"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-3:CAPSENS-001 CAPSENS-002 frame metadata preserves invalid depth semantics""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-003""]","[""CAP-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSENS-003,P0,IMPLEMENTED_UNVERIFIED,30-capture/302_arkit_lidar_rgb_imu.md,38,4. Normative requirements,"ARKit relocalization, world-origin changes, interruptions, and limited-tracking reasons shall create explicit events.",Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources/CaptureSensors"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-4:CAPSENS-003 CAPSENS-005 fixture adapter emits explicit tracking events and bounded drops""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-003""]","[""CAP-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSENS-004,P1,NOT_STARTED,30-capture/302_arkit_lidar_rgb_imu.md,39,4. Normative requirements,Mesh-anchor add/update/remove operations shall be journaled with identifiers and transforms.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-CAPSENS-004""]",[],"[""CAP-003""]","[""CAP-004""]",
CAPSENS-005,P1,IMPLEMENTED_UNVERIFIED,30-capture/302_arkit_lidar_rgb_imu.md,40,4. Normative requirements,Sensor sampling shall use bounded queues and record dropped frames with cause.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""apps/ios-capture/Sources/CaptureSensors"",""apps/ios-capture/Tests/CaptureCoreTests""]","[""apps/ios-capture/Tests/CaptureCoreTests/CaptureCoreTests.swift::swift-test-4:CAPSENS-003 CAPSENS-005 fixture adapter emits explicit tracking events and bounded drops""]","[""build/evidence/swift-test-linux.log"",""build/reports/swift-test-report.json"",""build/reports/test-matrix.json""]","[""CAP-003""]","[""CAP-004""]","Implementation and automated checks exist, but production-environment or full-scope evidence is incomplete; this requirement is intentionally not marked verified."
CAPSENS-006,P1,NOT_STARTED,30-capture/302_arkit_lidar_rgb_imu.md,41,4. Normative requirements,"Device model, OS, app build, sensor availability, and calibration-relevant camera identity shall be stored in the package manifest.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-CAPSENS-006""]",[],"[""CAP-003""]","[""CAP-004""]",
CAPPOLY-001,P0,NOT_STARTED,30-capture/303_polycam_adapter.md,36,4. Normative requirements,"The adapter shall validate `raw.glb`, media, `mesh_info.json`, camera JSON, depth, confidence, and corrected variants independently.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPPOLY-001""]",[],"[""CAP-001""]","[""CAP-002""]",
CAPPOLY-002,P0,NOT_STARTED,30-capture/303_polycam_adapter.md,37,4. Normative requirements,Missing corrected poses shall not be synthesized or mislabeled as Polycam optimization output.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPPOLY-002""]",[],"[""CAP-001""]","[""CAP-002""]",
CAPPOLY-003,P0,NOT_STARTED,30-capture/303_polycam_adapter.md,38,4. Normative requirements,The adapter shall map Polycam's right-handed gravity-aligned coordinate convention into a named source frame before any SIP transform.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-CAPPOLY-003""]",[],"[""CAP-001""]","[""CAP-002""]",
